,Ind_ID,Gender,Car_Owner,Property_Owner,Children,Annual_Income,Type_Income,Education,Marital_status,Housing_type,Birthday_count,Employed_days,Mobile_phone,Work_Phone,Phone,Email_ID,Type_Occupation,Family_Members,Label
774,5078842,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,With parents,-10532.0,-117,1,0,0,0,Private service staff,3,0
775,5078924,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-16116.0,-1000,1,0,1,0,Laborers,2,0
776,5078931,M,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-15853.0,-298,1,0,1,0,Laborers,1,0
777,5078945,F,N,Y,2,180000.0,Working,Incomplete higher,Separated,House / apartment,-12253.0,-3496,1,1,0,0,Laborers,3,1
779,5079004,F,N,Y,0,165600.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21383.0,365243,1,0,1,0,Laborers,1,0
780,5079016,M,Y,Y,2,900000.0,Commercial associate,Higher education,Married,House / apartment,-9889.0,-1000,1,0,0,0,Managers,4,0
782,5079035,F,N,Y,0,135000.0,Pensioner,Lower secondary,Married,House / apartment,-22569.0,365243,1,0,0,0,Laborers,2,0
783,5079057,M,Y,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-14869.0,-6904,1,0,1,0,Laborers,2,0
784,5079075,F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-15569.0,-1639,1,1,0,0,Core staff,2,0
785,5079127,M,N,Y,0,270000.0,Working,Higher education,Married,House / apartment,-11944.0,-2262,1,0,0,0,Laborers,2,0
786,5079141,F,N,Y,2,67500.0,Working,Secondary / secondary special,Separated,House / apartment,-13868.0,-3008,1,1,0,0,Sales staff,3,0
787,5079166,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,With parents,-13720.0,-1394,1,0,0,0,Laborers,2,1
790,5079181,F,N,N,0,112500.0,Commercial associate,Incomplete higher,Married,House / apartment,-10177.0,-2339,1,0,1,0,Laborers,2,0
791,5085704,M,Y,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19474.0,365243,1,0,0,0,Laborers,2,0
792,5085768,M,Y,Y,1,405000.0,State servant,Higher education,Married,House / apartment,-11532.0,-4917,1,0,0,0,Managers,3,0
793,5085769,F,N,Y,0,191399.3262295082,Commercial associate,Secondary / secondary special,Married,House / apartment,-19310.0,-1477,1,0,0,0,Cleaning staff,2,0
794,5085780,M,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17995.0,-4034,1,0,0,0,Managers,2,0
795,5085826,F,N,N,0,351000.0,Commercial associate,Higher education,Married,House / apartment,-21574.0,-1081,1,0,1,0,Laborers,2,0
796,5085861,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18199.0,-5190,1,0,0,0,Cleaning staff,2,0
798,5085886,M,Y,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-18661.0,-1265,1,0,0,0,Managers,2,1
799,5085990,F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21717.0,365243,1,0,0,0,Laborers,2,0
800,5086006,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21497.0,365243,1,0,0,0,Laborers,1,0
801,5086060,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-20542.0,-9422,1,0,1,0,Core staff,2,0
803,5087536,M,N,Y,0,81000.0,Commercial associate,Higher education,Single / not married,House / apartment,-9874.0,-1928,1,0,1,0,Laborers,1,0
805,5087756,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15280.0,-2475,1,0,0,0,Sales staff,2,0
806,5087819,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15788.0,-1563,1,0,0,0,Security staff,4,0
807,5087829,M,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,Rented apartment,-10448.0,-2323,1,1,0,1,Laborers,2,0
808,5087852,F,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-19598.0,-11940,1,0,1,0,Medicine staff,2,0
809,5087880,F,N,N,0,234000.0,State servant,Higher education,Civil marriage,House / apartment,-21967.0,-5215,1,0,0,1,Core staff,2,0
810,5087944,F,N,Y,0,72000.0,Working,Secondary / secondary special,Widow,House / apartment,-19923.0,-2078,1,1,1,0,Cleaning staff,1,0
811,5087994,M,Y,Y,1,180000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-15547.0,-6645,1,0,0,0,Laborers,3,0
812,5088055,F,N,Y,0,216000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17937.0,-3054,1,0,0,0,Medicine staff,1,0
813,5088101,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-16971.0,-375,1,0,0,0,Laborers,1,0
814,5088161,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12922.0,-923,1,0,0,0,Core staff,1,0
816,5088181,F,N,N,0,180000.0,Working,Incomplete higher,Widow,House / apartment,-19629.0,-1897,1,1,1,0,Core staff,1,0
817,5088205,F,N,Y,0,153000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21778.0,365243,1,0,1,0,Laborers,1,0
818,5088279,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-20075.0,-7013,1,1,1,0,Sales staff,2,0
819,5088433,F,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17840.0,-1807,1,0,0,0,Core staff,1,0
820,5088450,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Widow,House / apartment,-22887.0,-2052,1,0,1,0,Drivers,1,0
821,5088501,M,Y,Y,0,72000.0,Working,Higher education,Married,House / apartment,-21897.0,-619,1,0,0,0,Security staff,2,0
823,5088687,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18719.0,-1473,1,1,1,0,Laborers,3,0
825,5088699,F,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-17562.0,-1261,1,0,0,0,Medicine staff,2,0
826,5088805,M,Y,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-13718.0,-3694,1,1,1,0,High skill tech staff,2,0
827,5088834,F,N,Y,0,612000.0,State servant,Secondary / secondary special,Married,House / apartment,-12563.0,-3715,1,0,0,1,Accountants,2,0
829,5088851,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,-11353.0,-2316,1,0,0,1,Accountants,2,0
831,5088987,F,N,N,2,171000.0,Working,Secondary / secondary special,Married,House / apartment,-14622.0,-1160,1,1,1,0,Core staff,4,0
832,5089070,M,N,N,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14243.0,-3535,1,0,0,0,Laborers,5,0
833,5089117,F,Y,N,0,90000.0,Working,Higher education,Single / not married,House / apartment,-15969.0,-5483,1,1,1,0,Core staff,1,0
834,5089137,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-14228.0,-5330,1,0,1,0,Laborers,2,0
835,5089162,F,Y,N,0,225000.0,Working,Higher education,Married,House / apartment,-20264.0,-2531,1,1,1,0,Accountants,2,1
836,5089218,F,Y,N,1,171000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14017.0,-6488,1,1,1,0,Medicine staff,3,0
837,5089225,M,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23027.0,365243,1,0,1,0,Laborers,2,0
838,5089240,F,N,N,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,-19363.0,-12332,1,0,1,1,Medicine staff,1,0
839,5089269,F,N,N,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18799.0,-1466,1,1,0,0,Cleaning staff,1,0
840,5089275,F,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,-13592.0,-3504,1,0,1,1,Accountants,2,0
841,5089320,F,Y,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-11616.0,-825,1,1,1,1,High skill tech staff,2,0
842,5089474,M,N,N,0,180000.0,Working,Higher education,Married,House / apartment,-14344.0,-3443,1,0,0,0,Laborers,2,0
843,5089497,F,N,N,1,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-19931.0,-1313,1,0,0,0,Laborers,2,0
844,5089512,F,Y,N,1,405000.0,Working,Secondary / secondary special,Married,Rented apartment,-13810.0,-1678,1,1,1,1,Core staff,3,0
845,5089556,F,Y,N,0,191399.3262295082,Working,Incomplete higher,Single / not married,House / apartment,-11406.0,-3078,1,1,0,0,Managers,1,0
846,5089580,F,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-11664.0,-460,1,1,1,0,Core staff,2,0
847,5089596,M,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14011.0,-978,1,0,0,0,Managers,2,0
848,5089626,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-16188.0,-309,1,1,1,1,Sales staff,2,0
850,5089658,F,N,N,0,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16378.0,-370,1,1,0,0,Core staff,1,0
851,5089681,F,N,N,0,261000.0,Commercial associate,Incomplete higher,Married,House / apartment,-10028.0,-1070,1,1,0,0,Laborers,2,0
852,5089719,F,N,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-19984.0,-4662,1,0,1,0,Laborers,2,0
853,5089722,F,N,N,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-17617.0,-3262,1,1,1,1,Private service staff,1,0
854,5089736,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19010.0,-6761,1,1,1,0,Cleaning staff,2,0
856,5089760,M,Y,Y,0,180000.0,State servant,Higher education,Single / not married,House / apartment,-8190.0,-886,1,0,0,1,Laborers,1,0
857,5089770,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10796.0,-2531,1,1,0,0,Laborers,4,0
858,5089887,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-10662.0,-1556,1,0,0,0,Sales staff,2,0
859,5089896,F,N,Y,0,67500.0,Pensioner,Higher education,Single / not married,Municipal apartment,-23694.0,365243,1,0,0,1,Laborers,1,0
860,5089934,M,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19170.0,-4965,1,0,0,0,Laborers,2,0
861,5089954,M,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12755.0,-2105,1,0,0,0,Laborers,3,0
862,5089959,M,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12755.0,-2105,1,0,0,0,Laborers,3,1
863,5090027,F,N,Y,0,126000.0,Working,Higher education,Married,House / apartment,-10075.0,-460,1,0,1,1,Core staff,2,0
864,5090039,M,N,N,1,225000.0,Working,Higher education,Married,House / apartment,-13747.0,-6273,1,0,0,0,Core staff,3,0
865,5090049,F,N,Y,0,69372.0,Working,Secondary / secondary special,Married,House / apartment,-15887.0,-217,1,1,1,0,Laborers,2,0
866,5090082,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15051.0,-1678,1,0,0,0,Laborers,2,0
868,5090166,F,N,Y,1,675000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15452.0,-860,1,0,0,0,Security staff,2,1
869,5090186,M,Y,Y,0,450000.0,Pensioner,Higher education,Married,House / apartment,-23451.0,365243,1,0,0,0,Laborers,2,0
870,5090214,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10712.0,-217,1,0,0,0,Laborers,2,1
872,5090232,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-21977.0,-9447,1,0,0,0,High skill tech staff,1,0
873,5090302,F,N,Y,0,405000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17427.0,-4874,1,0,0,1,Sales staff,2,0
874,5090310,M,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24580.0,365243,1,0,0,0,Laborers,2,0
875,5090335,F,Y,Y,0,144000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13095.0,-3716,1,1,1,0,Medicine staff,2,0
876,5090383,F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15421.0,-1198,1,0,1,0,Laborers,2,0
877,5090386,F,N,Y,0,247500.0,Commercial associate,Higher education,Single / not married,House / apartment,-21537.0,-13735,1,0,0,0,Core staff,1,0
878,5090415,F,Y,N,0,216000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19765.0,-9925,1,1,1,0,Laborers,1,0
879,5090464,F,N,N,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16708.0,-5760,1,1,0,0,Managers,2,0
880,5090470,M,N,Y,1,900000.0,Working,Secondary / secondary special,Married,House / apartment,-15380.0,-4509,1,0,0,0,Laborers,3,0
881,5090493,F,N,N,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21310.0,365243,1,0,0,0,Laborers,2,0
882,5090509,M,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-10791.0,-156,1,0,0,0,Managers,2,0
883,5090549,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15241.0,-2531,1,0,0,0,Laborers,2,0
884,5090612,F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,-13788.0,-2905,1,0,0,0,Accountants,2,0
885,5090701,F,N,N,0,594000.0,Pensioner,Higher education,Single / not married,Municipal apartment,-17387.0,365243,1,0,0,0,Laborers,1,0
886,5090705,F,N,N,0,202500.0,Pensioner,Higher education,Single / not married,House / apartment,-23290.0,365243,1,0,0,0,Laborers,1,0
887,5090780,F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12047.0,-3443,1,0,0,0,Managers,3,0
888,5090788,F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10909.0,-1374,1,0,0,0,Managers,2,0
889,5090790,F,Y,Y,0,238500.0,Working,Higher education,Married,House / apartment,-15203.0,-7095,1,0,0,0,Medicine staff,2,0
890,5090793,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,-14020.0,-3503,1,0,1,0,Core staff,2,0
891,5090805,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16814.0,-6614,1,0,0,0,Laborers,1,0
892,5090861,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19765.0,-2168,1,0,0,0,Sales staff,2,0
893,5090871,F,N,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14172.0,-1130,1,0,0,0,Medicine staff,4,0
894,5090925,F,N,Y,0,243000.0,Commercial associate,Secondary / secondary special,Married,With parents,-17000.0,-3412,1,0,0,0,Laborers,2,0
895,5090942,M,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13336.0,-1436,1,0,0,0,Low-skill Laborers,2,0
897,5090995,M,Y,Y,0,405000.0,Working,Higher education,Married,House / apartment,-10323.0,-2622,1,1,1,1,Managers,2,0
898,5091006,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17211.0,-3232,1,0,0,0,Laborers,2,0
899,5091016,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14284.0,-4267,1,0,0,0,Cooking staff,3,0
900,5091048,F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,-15438.0,-2197,1,0,0,1,Secretaries,4,0
902,5091101,M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,-24662.0,365243,1,0,0,0,Laborers,2,0
903,5091144,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10785.0,-1345,1,0,0,0,Laborers,2,0
904,5091171,M,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23969.0,365243,1,0,0,0,Laborers,2,0
905,5091222,F,N,Y,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14838.0,-1539,1,0,0,0,Laborers,5,0
906,5091280,M,N,Y,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,-11822.0,-657,1,1,0,0,Laborers,3,0
907,5091369,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-15366.0,-1266,1,1,1,0,Drivers,2,0
909,5091382,F,Y,Y,2,216000.0,Working,Higher education,Married,House / apartment,-12757.0,-4887,1,0,0,0,Core staff,4,0
910,5091400,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,With parents,-12278.0,-869,1,0,0,0,Laborers,2,0
911,5091405,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17579.0,-1904,1,1,0,0,Laborers,1,0
913,5091416,F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,-16202.0,-2939,1,1,1,0,Managers,2,0
914,5091457,F,N,Y,2,103500.0,Working,Secondary / secondary special,Married,House / apartment,-16040.342070773264,-6621,1,1,1,0,Medicine staff,4,0
915,5091549,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12309.0,-2788,1,0,1,0,Laborers,2,0
916,5091564,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14935.0,-1753,1,0,1,0,Sales staff,3,0
917,5091630,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19431.0,-6226,1,0,0,0,High skill tech staff,2,0
918,5091639,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18093.0,-3061,1,0,0,0,Laborers,1,0
919,5091651,F,Y,Y,1,252000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10707.0,-747,1,0,0,0,Laborers,2,0
920,5091708,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-12274.0,-3944,1,0,0,0,Managers,2,0
921,5091718,F,Y,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14116.0,-2269,1,0,0,0,Medicine staff,2,0
922,5091735,F,Y,Y,0,243000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14716.0,-2057,1,0,0,0,Sales staff,1,0
924,5091753,M,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,-12725.0,-1631,1,0,0,0,Core staff,4,0
925,5091766,M,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-17454.0,-2361,1,0,0,0,Laborers,2,0
927,5091778,M,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10874.0,-1174,1,1,0,0,Laborers,4,0
928,5091792,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15216.0,-2969,1,1,0,0,Low-skill Laborers,3,0
929,5091795,F,Y,N,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-15179.0,-991,1,0,0,0,Laborers,3,0
930,5091822,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14638.0,-5891,1,0,0,0,Laborers,1,0
932,5091826,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23627.0,365243,1,0,0,0,Laborers,2,0
933,5091880,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18463.0,-7048,1,0,0,0,Accountants,2,0
934,5091894,M,N,N,0,157500.0,Commercial associate,Higher education,Single / not married,House / apartment,-10192.0,-1600,1,0,0,0,Sales staff,1,0
935,5091921,F,N,Y,2,72000.0,Working,Secondary / secondary special,Married,House / apartment,-15368.0,-5496,1,1,1,0,Medicine staff,4,0
936,5091925,F,Y,Y,0,405000.0,Commercial associate,Incomplete higher,Married,House / apartment,-18517.0,-3944,1,0,1,0,Laborers,2,0
937,5091929,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18197.0,-657,1,0,0,0,Laborers,2,0
938,5091963,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,Municipal apartment,-18809.0,-1416,1,1,0,0,Drivers,2,0
939,5091983,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-21601.0,-808,1,1,0,1,Managers,2,0
940,5092020,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13211.0,-777,1,1,1,0,Core staff,2,0
942,5092087,M,Y,Y,2,247500.0,Working,Secondary / secondary special,Married,House / apartment,-17320.0,-535,1,0,0,0,Laborers,4,1
943,5092147,M,Y,Y,0,191399.3262295082,Working,Secondary / secondary special,Single / not married,House / apartment,-10386.0,-412,1,1,0,0,Laborers,1,0
944,5092164,F,Y,Y,0,45900.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20282.0,365243,1,0,1,0,Laborers,1,0
945,5092221,M,N,N,0,67500.0,State servant,Secondary / secondary special,Married,House / apartment,-11654.0,-2818,1,0,0,0,Laborers,2,0
946,5092239,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-20754.0,-2330,1,0,0,0,Laborers,2,0
948,5092245,F,N,N,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22111.0,365243,1,0,0,0,Laborers,2,1
949,5092265,M,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17837.0,-351,1,0,0,0,Security staff,2,0
950,5092287,F,N,Y,0,247500.0,Pensioner,Higher education,Married,House / apartment,-22107.0,365243,1,0,0,0,Laborers,2,0
951,5092332,F,N,Y,0,58500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24946.0,365243,1,0,1,0,Laborers,1,0
952,5092349,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-19252.0,-2057,1,0,0,0,Sales staff,1,0
953,5092436,F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19921.0,365243,1,0,1,0,Laborers,2,0
954,5092479,M,N,N,1,85500.0,State servant,Secondary / secondary special,Married,Municipal apartment,-15014.0,-6866,1,0,0,0,Core staff,3,1
955,5093248,F,N,Y,0,247500.0,Commercial associate,Higher education,Married,House / apartment,-11914.0,-2980,1,0,0,0,Sales staff,2,0
956,5094884,M,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-10363.0,-1282,1,0,0,0,Managers,1,0
957,5094896,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14136.0,-3928,1,0,0,0,Managers,3,0
958,5094926,F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12175.0,-1463,1,1,0,0,Core staff,2,0
959,5095020,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13046.0,-671,1,0,0,0,Laborers,2,0
960,5095033,M,Y,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-15406.0,-1463,1,0,0,0,Drivers,2,0
961,5095117,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,-14240.0,-1586,1,0,0,0,Core staff,2,0
962,5095170,M,Y,Y,0,252000.0,Commercial associate,Higher education,Married,House / apartment,-13796.0,-2682,1,0,0,0,Drivers,2,0
963,5095193,M,Y,Y,1,495000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16040.342070773264,-1190,1,0,1,0,Managers,3,0
964,5095310,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-12322.0,-3717,1,0,0,0,Core staff,2,0
965,5095324,F,N,Y,0,315000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22854.0,365243,1,0,1,0,Laborers,1,0
966,5095356,F,N,N,0,157500.0,Working,Secondary / secondary special,Single / not married,With parents,-9020.0,-1039,1,0,0,0,Sales staff,1,0
967,5095423,M,Y,Y,0,405000.0,Working,Higher education,Married,House / apartment,-11723.0,-1830,1,1,0,1,Laborers,2,0
968,5095433,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,-18764.0,-9258,1,0,0,0,High skill tech staff,2,0
969,5095514,M,Y,Y,0,297000.0,Working,Secondary / secondary special,Married,House / apartment,-20509.0,-1161,1,0,1,0,Laborers,2,0
970,5095554,F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23235.0,365243,1,0,1,0,Laborers,2,0
971,5095586,F,N,N,0,270000.0,Working,Incomplete higher,Civil marriage,House / apartment,-8784.0,-278,1,1,0,1,Medicine staff,2,0
972,5095631,M,Y,N,1,180000.0,Working,Higher education,Married,House / apartment,-11178.0,-219,1,0,0,0,Drivers,3,0
973,5095751,F,N,N,0,202500.0,Working,Secondary / secondary special,Married,With parents,-12869.0,-340,1,1,1,0,Managers,2,0
974,5095873,F,N,N,0,202500.0,Working,Higher education,Civil marriage,House / apartment,-15309.0,-5179,1,1,1,0,Core staff,2,0
975,5095896,F,N,N,1,112500.0,Commercial associate,Higher education,Married,House / apartment,-16018.0,-2532,1,1,1,0,Managers,3,0
976,5095905,F,N,N,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-15429.0,-1589,1,0,0,0,Core staff,1,0
977,5095930,F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20592.0,365243,1,0,1,0,Laborers,2,0
978,5095939,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-17340.0,-3596,1,0,1,0,Managers,2,0
979,5095952,F,N,N,2,193500.0,Working,Higher education,Married,With parents,-15011.0,-7614,1,1,1,0,Laborers,4,0
980,5096059,F,N,N,2,73350.0,Working,Secondary / secondary special,Married,House / apartment,-14321.0,-7068,1,0,0,0,Medicine staff,4,0
982,5096085,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,-18165.0,-11451,1,0,0,0,Cooking staff,2,0
983,5096095,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10728.0,-1619,1,1,1,0,Accountants,3,0
984,5096169,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19601.0,-796,1,0,0,0,High skill tech staff,2,0
985,5096211,M,N,N,0,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14211.0,-158,1,1,0,0,Low-skill Laborers,2,0
986,5096234,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-17087.0,-7310,1,1,1,0,Medicine staff,2,0
987,5096300,F,N,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9320.0,-2257,1,0,0,0,High skill tech staff,3,0
988,5096318,M,Y,N,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,-9517.0,-158,1,0,0,0,Core staff,1,0
989,5096336,F,Y,N,0,153000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23679.0,365243,1,0,1,0,Laborers,1,0
991,5096342,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-11688.0,-1162,1,1,0,0,Laborers,2,0
992,5096415,F,N,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-16876.0,-97,1,1,0,0,Laborers,2,0
994,5096424,M,Y,N,0,270000.0,Commercial associate,Higher education,Separated,House / apartment,-11621.0,-2349,1,0,1,0,Laborers,1,0
995,5096466,M,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,-19410.0,-5545,1,1,0,0,Managers,3,0
996,5096483,F,N,N,0,103500.0,Working,Higher education,Married,House / apartment,-15989.0,-6640,1,1,1,0,Laborers,2,0
997,5096527,F,N,N,0,135000.0,Working,Secondary / secondary special,Widow,Co-op apartment,-20012.0,-584,1,0,0,0,Core staff,1,1
999,5096604,F,Y,N,1,225000.0,Working,Higher education,Civil marriage,House / apartment,-13528.0,-980,1,1,1,0,Core staff,3,0
1001,5096621,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14461.0,-1589,1,0,1,0,Laborers,3,0
